latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.39019,-122.07135,28.0,-25200,America/Los_Angeles,PDT

time,temperature_2m (°F),relativehumidity_2m (%),precipitation_probability (%),precipitation (inch),rain (inch),showers (inch),snowfall (inch),snow_depth (ft),cloudcover (%),visibility (ft),windspeed_10m (mp/h),windspeed_80m (mp/h),winddirection_10m (°),winddirection_80m (°),temperature_80m (°F)
1682164800,51.0,91,0,0.000,0.000,0.000,0.000,0.000,100,44619.422,4.0,5.0,133,117,56.4
1682168400,50.6,91,0,0.000,0.000,0.000,0.000,0.000,100,43963.254,4.0,6.0,146,132,56.0
1682172000,51.0,92,0,0.000,0.000,0.000,0.000,0.000,99,43963.254,3.6,5.8,137,122,55.0
1682175600,54.4,87,0,0.000,0.000,0.000,0.000,0.000,88,49868.766,2.5,3.1,117,120,55.1
1682179200,58.4,82,0,0.000,0.000,0.000,0.000,0.000,93,56758.531,0.6,0.2,45,360,55.9
1682182800,63.4,68,0,0.000,0.000,0.000,0.000,0.000,94,80708.664,3.4,4.0,349,344,59.3
1682186400,67.3,60,0,0.000,0.000,0.000,0.000,0.000,77,97112.859,5.4,6.3,360,356,62.5
1682190000,71.9,43,0,0.000,0.000,0.000,0.000,0.000,62,79199.477,6.4,6.6,350,315,66.3
1682193600,73.2,40,0,0.000,0.000,0.000,0.000,0.000,19,79199.477,8.8,11.0,333,308,68.8
1682197200,74.2,38,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,9.3,12.1,330,309,67.0
1682200800,75.3,37,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,9.1,11.7,320,310,66.7
1682204400,74.2,38,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,10.1,12.7,292,302,65.2
1682208000,69.7,46,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,9.7,13.7,275,291,62.7
1682211600,65.6,54,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,8.3,11.8,267,289,60.7
1682215200,61.1,63,0,0.000,0.000,0.000,0.000,0.000,10,79199.477,7.6,10.5,256,281,58.2
1682218800,57.5,71,0,0.000,0.000,0.000,0.000,0.000,45,79199.477,6.1,8.1,242,270,56.2
1682222400,55.9,77,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,5.6,5.6,233,254,55.0
1682226000,54.8,81,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,5.5,5.5,238,249,54.4
1682229600,54.1,83,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,5.3,5.7,237,244,53.5
1682233200,53.9,84,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.4,4.6,229,227,53.0
1682236800,54.3,83,0,0.000,0.000,0.000,0.000,0.000,95,79199.477,4.5,4.5,233,213,52.6
1682240400,54.1,83,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.4,4.5,240,217,52.6
1682244000,54.1,82,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.4,4.5,246,217,52.4
1682247600,53.7,81,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,5.5,5.4,258,246,52.4
1682251200,53.2,85,0,0.000,0.000,0.000,0.000,0.000,100,78018.375,3.9,4.4,239,225,52.3
1682254800,53.2,85,0,0.000,0.000,0.000,0.000,0.000,100,78608.922,4.1,4.1,241,229,52.4
1682258400,53.5,85,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.5,3.7,225,205,52.6
1682262000,54.1,83,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.7,4.2,232,216,52.3
1682265600,55.2,81,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.8,4.2,216,196,53.2
1682269200,57.7,74,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.4,4.1,246,241,53.3
1682272800,61.3,65,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.7,3.9,251,246,53.0
1682276400,65.4,56,0,0.000,0.000,0.000,0.000,0.000,24,79199.477,4.7,3.9,262,260,53.5
1682280000,68.1,51,0,0.000,0.000,0.000,0.000,0.000,7,79199.477,7.2,7.1,286,283,54.8
1682283600,67.9,52,0,0.000,0.000,0.000,0.000,0.000,6,79199.477,10.9,13.3,289,293,55.9
1682287200,66.7,54,0,0.000,0.000,0.000,0.000,0.000,6,79199.477,8.6,12.0,280,292,55.3
1682290800,66.3,54,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,9.5,12.5,278,291,54.1
1682294400,63.3,58,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,9.2,13.3,274,290,52.6
1682298000,60.7,62,0,0.000,0.000,0.000,0.000,0.000,0,79199.477,7.5,10.6,261,283,51.9
